FIT Profiler Report
Profile stats for: [LightningModule]DownsampleCVAE.configure_callbacks
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      456    0.000    0.000    0.004    0.000 connection.py:374(_recv)
      456    0.003    0.000    0.003    0.000 {built-in method posix.read}
       72    0.000    0.000    0.003    0.000 connection.py:732(deliver_challenge)
       72    0.000    0.000    0.002    0.000 reduction.py:186(recv_handle)
      144    0.000    0.000    0.002    0.000 hmac.py:153(new)
      144    0.001    0.000    0.001    0.000 hmac.py:38(__init__)
       72    0.001    0.000    0.001    0.000 connection.py:623(SocketClient)
      216    0.001    0.000    0.001    0.000 connection.py:181(send_bytes)
       72    0.000    0.000    0.001    0.000 reduction.py:153(recvfds)
       72    0.000    0.000    0.001    0.000 connection.py:202(send)
       72    0.001    0.000    0.001    0.000 {method 'recvmsg' of '_socket.socket' objects}
       72    0.000    0.000    0.001    0.000 reductions.py:109(rebuild_tensor)
      288    0.000    0.000    0.001    0.000 connection.py:390(_send_bytes)
       72    0.000    0.000    0.001    0.000 reduction.py:48(dumps)
       72    0.000    0.000    0.001    0.000 _utils.py:178(_rebuild_tensor)
      288    0.000    0.000    0.001    0.000 hmac.py:61(<lambda>)
       11    0.000    0.000    0.000    0.000 profiler.py:610(__exit__)
       72    0.000    0.000    0.000    0.000 reduction.py:38(__init__)
       72    0.000    0.000    0.000    0.000 {built-in method _new_shared_fd_cpu}
       72    0.000    0.000    0.000    0.000 reductions.py:80(__setitem__)
      144    0.000    0.000    0.000    0.000 socket.py:220(__init__)
      288    0.000    0.000    0.000    0.000 connection.py:365(_send)
       72    0.000    0.000    0.000    0.000 reductions.py:531(rebuild_typed_storage)
       11    0.000    0.000    0.000    0.000 profiler.py:604(__enter__)
        1    0.000    0.000    0.000    0.000 reductions.py:86(free_dead_references)
      144    0.000    0.000    0.000    0.000 hmac.py:137(digest)
       11    0.000    0.000    0.000    0.000 profiler.py:593(__init__)
       11    0.000    0.000    0.000    0.000 _ops.py:846(__call__)
       11    0.000    0.000    0.000    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
       72    0.000    0.000    0.000    0.000 connection.py:262(__exit__)
       72    0.000    0.000    0.000    0.000 {built-in method torch.empty}
      288    0.000    0.000    0.000    0.000 {built-in method posix.write}
       72    0.000    0.000    0.000    0.000 {method 'set_' of 'torch._C.TensorBase' objects}
      288    0.000    0.000    0.000    0.000 hashlib.py:152(__hash_new)
       72    0.000    0.000    0.000    0.000 connection.py:173(close)
       72    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
    12/11    0.000    0.000    0.000    0.000 typing.py:271(inner)
      144    0.000    0.000    0.000    0.000 socket.py:239(__exit__)
      2/1    0.000    0.000    0.000    0.000 typing.py:352(__getitem__)
      144    0.000    0.000    0.000    0.000 reductions.py:479(fd_id)
       72    0.000    0.000    0.000    0.000 socket.py:538(fromfd)
        1    0.000    0.000    0.000    0.000 typing.py:472(Optional)
       11    0.000    0.000    0.000    0.000 _ops.py:591(__call__)
      144    0.000    0.000    0.000    0.000 hmac.py:128(_current)
       11    0.000    0.000    0.000    0.000 {built-in method torch._ops.profiler.}
       72    0.000    0.000    0.000    0.000 connection.py:360(_close)
       72    0.000    0.000    0.000    0.000 reductions.py:487(storage_from_cache)
      144    0.000    0.000    0.000    0.000 {built-in method posix.close}
       12    0.000    0.000    0.000    0.000 selectors.py:352(register)
        1    0.000    0.000    0.000    0.000 _ops.py:800(__getattr__)
      288    0.000    0.000    0.000    0.000 {built-in method _hashlib.new}
      144    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
       72    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       72    0.000    0.000    0.000    0.000 socket.py:497(close)
     1936    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 typing.py:434(Union)
       72    0.000    0.000    0.000    0.000 storage.py:581(__init__)
       12    0.000    0.000    0.000    0.000 selectors.py:235(register)
      129    0.000    0.000    0.000    0.000 reductions.py:45(expired)
      144    0.000    0.000    0.000    0.000 connection.py:95(address_type)
       72    0.000    0.000    0.000    0.000 reductions.py:76(get)
       11    0.000    0.000    0.000    0.000 evaluation_loop.py:346(_on_after_fetch)
      114    0.000    0.000    0.000    0.000 reductions.py:48(__del__)
      288    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
       72    0.000    0.000    0.000    0.000 reductions.py:32(__init__)
      612    0.000    0.000    0.000    0.000 connection.py:134(_check_closed)
       72    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       12    0.000    0.000    0.000    0.000 selectors.py:348(__init__)
       72    0.000    0.000    0.000    0.000 storage.py:509(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:739(__init__)
       11    0.000    0.000    0.000    0.000 dataloader.py:1368(_process_data)
       84    0.000    0.000    0.000    0.000 connection.py:168(fileno)
      576    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
       72    0.000    0.000    0.000    0.000 {method 'dump' of '_pickle.Pickler' objects}
        3    0.000    0.000    0.000    0.000 typing.py:137(_type_check)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
       72    0.000    0.000    0.000    0.000 socket.py:503(detach)
       72    0.000    0.000    0.000    0.000 connection.py:117(__init__)
      719    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       72    0.000    0.000    0.000    0.000 socket.py:493(_real_close)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_operation_overload}
      228    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       12    0.000    0.000    0.000    0.000 selectors.py:216(_fileobj_lookup)
      456    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 _ops.py:547(__init__)
      144    0.000    0.000    0.000    0.000 hmac.py:111(update)
       12    0.000    0.000    0.000    0.000 selectors.py:203(__exit__)
       11    0.000    0.000    0.000    0.000 dataloader.py:1348(_try_put_index)
      288    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        3    0.000    0.000    0.000    0.000 typing.py:128(_type_convert)
      288    0.000    0.000    0.000    0.000 {method 'translate' of 'bytes' objects}
       72    0.000    0.000    0.000    0.000 connection.py:83(_validate_family)
       12    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
      456    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       72    0.000    0.000    0.000    0.000 {built-in method _socket.dup}
      129    0.000    0.000    0.000    0.000 storage.py:1131(_expired)
      240    0.000    0.000    0.000    0.000 connection.py:138(_check_readable)
      288    0.000    0.000    0.000    0.000 connection.py:142(_check_writable)
       12    0.000    0.000    0.000    0.000 selectors.py:210(__init__)
      144    0.000    0.000    0.000    0.000 {method 'copy' of '_hashlib.HASH' objects}
      114    0.000    0.000    0.000    0.000 storage.py:974(_free_weak_ref)
        1    0.000    0.000    0.000    0.000 typing.py:524(__init__)
       12    0.000    0.000    0.000    0.000 selectors.py:269(close)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2989(_collect_type_vars)
       72    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       72    0.000    0.000    0.000    0.000 {function socket.close at 0x7bb87bebc4c0}
       11    0.000    0.000    0.000    0.000 advanced.py:71(stop)
      144    0.000    0.000    0.000    0.000 {method 'ljust' of 'bytes' objects}
       85    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       72    0.000    0.000    0.000    0.000 process.py:213(authkey)
      152    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       72    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      144    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       72    0.000    0.000    0.000    0.000 {built-in method _socket.CMSG_SPACE}
      129    0.000    0.000    0.000    0.000 {built-in method _expired}
      114    0.000    0.000    0.000    0.000 {built-in method _free_weak_ref}
        1    0.000    0.000    0.000    0.000 typing.py:677(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:713(__setattr__)
       72    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       72    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
       24    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      144    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      144    0.000    0.000    0.000    0.000 socket.py:236(__enter__)
       84    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x600518b25380}
       72    0.000    0.000    0.000    0.000 {method 'frombytes' of 'array.array' objects}
       12    0.000    0.000    0.000    0.000 selectors.py:276(_key_from_fd)
       12    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       72    0.000    0.000    0.000    0.000 process.py:37(current_process)
        3    0.000    0.000    0.000    0.000 typing.py:466(<genexpr>)
       11    0.000    0.000    0.000    0.000 dataloader.py:620(_next_index)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       12    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      144    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 typing_extensions.py:2976(_is_unpacked_typevartuple)
       72    0.000    0.000    0.000    0.000 {method '_weak_ref' of 'torch._C.StorageBase' objects}
       72    0.000    0.000    0.000    0.000 {function socket.detach at 0x7bb87bebc550}
       12    0.000    0.000    0.000    0.000 connection.py:933(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
       72    0.000    0.000    0.000    0.000 connection.py:130(__del__)
       72    0.000    0.000    0.000    0.000 connection.py:259(__enter__)
       12    0.000    0.000    0.000    0.000 selectors.py:64(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.000    0.000 typing.py:232(_remove_dups_flatten)
       10    0.000    0.000    0.000    0.000 typing.py:565(__eq__)
       11    0.000    0.000    0.000    0.000 states.py:67(dataloader_prefix)
       36    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 _ops.py:43(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2954(_has_generic_or_protocol_as_origin)
        7    0.000    0.000    0.000    0.000 typing.py:665(_is_dunder)
       12    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        2    0.000    0.000    0.000    0.000 typing_extensions.py:1364(get_origin)
       12    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 typing.py:743(<genexpr>)
       15    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       11    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 typing.py:218(_deduplicate)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 typing.py:574(__hash__)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:159(_should_collect_from_parameters)
       11    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:127(annotate)
       12    0.000    0.000    0.000    0.000 selectors.py:200(__enter__)
       11    0.000    0.000    0.000    0.000 _jit_internal.py:1120(is_scripting)
        5    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 typing.py:337(__repr__)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}



Profile stats for: [LightningModule]DownsampleCVAE.on_before_batch_transfer
         7021 function calls in 0.005 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1003    0.000    0.000    0.005    0.000 contextlib.py:123(__exit__)
     1003    0.002    0.000    0.004    0.000 {built-in method builtins.next}
     1003    0.002    0.000    0.002    0.000 profiler.py:55(profile)
     1003    0.000    0.000    0.001    0.000 advanced.py:71(stop)
     1003    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
     1003    0.000    0.000    0.000    0.000 hooks.py:613(on_before_batch_transfer)
     1003    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Strategy]SingleDeviceStrategy.batch_to_device
         51153 function calls (50150 primitive calls) in 0.618 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1003    0.003    0.000    0.618    0.001 strategy.py:262(batch_to_device)
     1003    0.001    0.000    0.614    0.001 module.py:354(_apply_batch_transfer_handler)
     1003    0.003    0.000    0.613    0.001 module.py:336(_call_batch_hook)
     1003    0.005    0.000    0.580    0.001 call.py:137(_call_lightning_module_hook)
     1003    0.001    0.000    0.568    0.001 contextlib.py:114(__enter__)
     1003    0.002    0.000    0.567    0.001 {built-in method builtins.next}
     1003    0.002    0.000    0.565    0.001 profiler.py:55(profile)
     1003    0.001    0.000    0.563    0.001 advanced.py:65(start)
     1003    0.563    0.001    0.563    0.001 {method 'enable' of '_lsprof.Profiler' objects}
     1003    0.008    0.000    0.030    0.000 data_connector.py:349(get_instance)
     2006    0.018    0.000    0.023    0.000 model_helpers.py:29(is_overridden)
     2006    0.003    0.000    0.005    0.000 overrides.py:10(is_overridden)
     1003    0.002    0.000    0.004    0.000 module.py:1711(__setattr__)
11033/10030    0.002    0.000    0.002    0.000 {built-in method builtins.isinstance}
     1003    0.001    0.000    0.002    0.000 contextlib.py:261(helper)
     1003    0.001    0.000    0.001    0.000 trainer.py:1178(lightning_module)
     6018    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
     1003    0.001    0.000    0.001    0.000 __init__.py:1424(debug)
     1003    0.001    0.000    0.001    0.000 parameter.py:8(__instancecheck__)
     1003    0.001    0.000    0.001    0.000 contextlib.py:86(__init__)
     4012    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
     1003    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
     2006    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
     1003    0.000    0.000    0.000    0.000 single_device.py:71(root_device)
     3009    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
     1003    0.000    0.000    0.000    0.000 trainer.py:1125(strategy)
     1003    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x7bb85276ad30}
     1003    0.000    0.000    0.000    0.000 {built-in method builtins.callable}



Profile stats for: [LightningModule]DownsampleCVAE.transfer_batch_to_device
         103319 function calls (92286 primitive calls) in 0.483 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1003    0.002    0.000    0.474    0.000 hooks.py:564(transfer_batch_to_device)
     1003    0.004    0.000    0.472    0.000 apply_func.py:71(move_data_to_device)
     1003    0.007    0.000    0.468    0.000 apply_func.py:23(apply_to_collection)
8024/1003    0.031    0.000    0.452    0.000 apply_func.py:84(_apply_to_collection_slow)
     6018    0.015    0.000    0.403    0.000 apply_func.py:91(batch_to)
     6018    0.388    0.000    0.388    0.000 {method 'to' of 'torch._C.TensorBase' objects}
31093/27081    0.010    0.000    0.020    0.000 {built-in method builtins.isinstance}
     1003    0.000    0.000    0.008    0.000 contextlib.py:123(__exit__)
     1003    0.004    0.000    0.008    0.000 {built-in method builtins.next}
     2006    0.002    0.000    0.006    0.000 typing.py:719(__instancecheck__)
     1003    0.003    0.000    0.006    0.000 {built-in method builtins.all}
     2006    0.004    0.000    0.005    0.000 apply_func.py:69(<genexpr>)
     2006    0.001    0.000    0.004    0.000 typing.py:848(__subclasscheck__)
    10030    0.002    0.000    0.004    0.000 abc.py:117(__instancecheck__)
     1003    0.003    0.000    0.004    0.000 profiler.py:55(profile)
     2006    0.002    0.000    0.003    0.000 {built-in method builtins.issubclass}
    10030    0.002    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
     2008    0.000    0.000    0.001    0.000 abc.py:121(__subclasscheck__)
     1003    0.001    0.000    0.001    0.000 advanced.py:71(stop)
     2008    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     7021    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
     1003    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
     2006    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     1003    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     1003    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 apply_func.py:63(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}



Profile stats for: [LightningModule]DownsampleCVAE.on_after_batch_transfer
         7021 function calls in 0.005 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1003    0.000    0.000    0.004    0.000 contextlib.py:123(__exit__)
     1003    0.002    0.000    0.004    0.000 {built-in method builtins.next}
     1003    0.002    0.000    0.002    0.000 profiler.py:55(profile)
     1003    0.000    0.000    0.001    0.000 advanced.py:71(stop)
     1003    0.000    0.000    0.000    0.000 hooks.py:641(on_after_batch_transfer)
     1003    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
     1003    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]TQDMProgressBar.on_validation_batch_start
         5451 function calls in 0.006 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.006    0.001 tqdm_progress.py:292(on_validation_batch_start)
        4    0.000    0.000    0.005    0.001 std.py:1339(refresh)
        4    0.000    0.000    0.005    0.001 std.py:1478(display)
       12    0.000    0.000    0.004    0.000 utils.py:333(disp_len)
       12    0.000    0.000    0.004    0.000 utils.py:329(_text_width)
       12    0.003    0.000    0.004    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.003    0.002 std.py:1374(reset)
        4    0.000    0.000    0.003    0.001 std.py:1164(__str__)
        4    0.000    0.000    0.003    0.001 std.py:355(format_meter)
        2    0.000    0.000    0.002    0.001 std.py:1396(set_description)
        4    0.000    0.000    0.002    0.001 std.py:348(print_status)
        4    0.000    0.000    0.002    0.000 utils.py:341(disp_trim)
     2188    0.002    0.000    0.002    0.000 utils.py:330(<genexpr>)
       16    0.000    0.000    0.001    0.000 utils.py:143(inner)
        8    0.000    0.000    0.001    0.000 redirect.py:639(write)
        8    0.000    0.000    0.001    0.000 wandb_run.py:1881(<lambda>)
        8    0.000    0.000    0.001    0.000 wandb_run.py:1262(_console_raw_callback)
        8    0.000    0.000    0.001    0.000 interface.py:614(publish_output_raw)
        4    0.000    0.000    0.000    0.000 std.py:342(fp_write)
        8    0.000    0.000    0.000    0.000 interface_shared.py:53(_publish_output_raw)
        8    0.000    0.000    0.000    0.000 interface_sock.py:49(_publish)
        4    0.000    0.000    0.000    0.000 std.py:1455(moveto)
        8    0.000    0.000    0.000    0.000 sock_client.py:218(send_record_publish)
        8    0.000    0.000    0.000    0.000 sock_client.py:154(send_server_request)
        8    0.000    0.000    0.000    0.000 sock_client.py:145(_send_message)
     2176    0.000    0.000    0.000    0.000 {built-in method unicodedata.east_asian_width}
        4    0.000    0.000    0.000    0.000 std.py:1460(format_dict)
        8    0.000    0.000    0.000    0.000 well_known_types.py:192(GetCurrentTime)
        8    0.000    0.000    0.000    0.000 sock_client.py:121(_sendall_with_error_handle)
        8    0.000    0.000    0.000    0.000 well_known_types.py:240(FromDatetime)
        8    0.000    0.000    0.000    0.000 {method 'send' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 progress_bar.py:90(total_val_batches_current_dataloader)
        4    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_linux)
       20    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       11    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        8    0.000    0.000    0.000    0.000 utils.py:222(_is_ascii)
       16    0.000    0.000    0.000    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 trainer.py:1429(sanity_checking)
        8    0.000    0.000    0.000    0.000 enum_type_wrapper.py:106(__getattr__)
        4    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        6    0.000    0.000    0.000    0.000 enums.py:81(__eq__)
       11    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        8    0.000    0.000    0.000    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
        8    0.000    0.000    0.000    0.000 calendar.py:655(timegm)
        1    0.000    0.000    0.000    0.000 trainer.py:1528(num_sanity_val_batches)
       11    0.000    0.000    0.000    0.000 trainer.py:1178(lightning_module)
        8    0.000    0.000    0.000    0.000 {method 'utctimetuple' of 'datetime.datetime' objects}
        4    0.000    0.000    0.000    0.000 std.py:188(__format__)
        8    0.000    0.000    0.000    0.000 interface_sock.py:45(_assign)
        8    0.000    0.000    0.000    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
        4    0.000    0.000    0.000    0.000 std.py:288(format_interval)
        4    0.000    0.000    0.000    0.000 std.py:104(acquire)
       11    0.000    0.000    0.000    0.000 advanced.py:71(stop)
        1    0.000    0.000    0.000    0.000 evaluation_loop.py:84(max_batches)
       12    0.000    0.000    0.000    0.000 types.py:171(__get__)
        4    0.000    0.000    0.000    0.000 std.py:155(__init__)
      352    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.000    0.000 std.py:108(release)
        4    0.000    0.000    0.000    0.000 utils.py:88(__getattr__)
       11    0.000    0.000    0.000    0.000 progress_bar.py:145(has_dataloader_changed)
        8    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 trainer.py:1535(num_val_batches)
        6    0.000    0.000    0.000    0.000 std.py:228(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method utcnow}
       12    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 tqdm_progress.py:440(convert_inf)
        4    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        8    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        4    0.000    0.000    0.000    0.000 utils.py:57(__init__)
        1    0.000    0.000    0.000    0.000 evaluation_loop.py:90(<listcomp>)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        4    0.000    0.000    0.000    0.000 std.py:233(__call__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       11    0.000    0.000    0.000    0.000 trainer.py:1125(strategy)
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       24    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        8    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 enum.py:792(value)
        6    0.000    0.000    0.000    0.000 tqdm_progress.py:131(val_progress_bar)
       11    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
       11    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 utils.py:61(__format__)
        6    0.000    0.000    0.000    0.000 {built-in method time.time}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        4    0.000    0.000    0.000    0.000 std.py:169(colour)
        8    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       12    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.isinf}
        4    0.000    0.000    0.000    0.000 utils.py:319(_term_move_up)
        4    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        8    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        8    0.000    0.000    0.000    0.000 tracelog.py:203(log_message_send)
        8    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       11    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 std.py:165(colour)
        4    0.000    0.000    0.000    0.000 progress_bar.py:54(trainer)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 trainer.py:1533(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        1    0.000    0.000    0.000    0.000 progress_bar.py:68(validation_description)
        1    0.000    0.000    0.000    0.000 progress_bar.py:60(sanity_check_description)



Profile stats for: [Callback]ModelSummary.on_validation_batch_start
         110 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       11    0.000    0.000    0.000    0.000 profiler.py:55(profile)
       11    0.000    0.000    0.000    0.000 trainer.py:1178(lightning_module)
       11    0.000    0.000    0.000    0.000 advanced.py:71(stop)
       11    0.000    0.000    0.000    0.000 trainer.py:1125(strategy)
       11    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
       11    0.000    0.000    0.000    0.000 callback.py:142(on_validation_batch_start)
       11    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'val_total_loss', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_validation_batch_start
         110 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       11    0.000    0.000    0.000    0.000 profiler.py:55(profile)
       11    0.000    0.000    0.000    0.000 trainer.py:1178(lightning_module)
       11    0.000    0.000    0.000    0.000 advanced.py:71(stop)
       11    0.000    0.000    0.000    0.000 trainer.py:1125(strategy)
       11    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 callback.py:142(on_validation_batch_start)
       11    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
       11    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]DownsampleCVAE.on_validation_batch_start
         77 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
